Date of Transaction,Transaction Amount,Account Name,TransactionID,Transaction Type,Location (City),Alert Category,Account Number,Status,Current Balance
2024-05-22,-2829,Account 25258,T162302,Transfer out,Davilafurt,Tax Evasion,4258289990,No Risk,2295
2024-06-24,-6452,Account 23327,T331375,Transfer out,East Edwardside,Investment Scam,1181385295,No Risk,0
2024-03-05,-3388,Account 57045,T179810,Transfer out,New Alyssa,Tax Evasion,5161381973,Risk,2253
2024-08-14,-5115,Account 89217,T551195,Transfer out,Henryville,Fraud,3764092900,No Risk,4696
2024-07-25,-8679,Account 70954,T613828,Transfer out,North Tracy,Investment Scam,5470007834,No Risk,0
2024-10-27,-4238,Account 82109,T805697,Transfer out,Kimberlytown,Tax Evasion,2291699135,No Risk,386
2024-04-27,-5371,Account 16715,T488680,Transfer out,East Julie,Tax Evasion,3722229685,No Risk,2075
2024-01-17,-8212,Account 51245,T255233,Transfer out,Port Michellebury,Tax Evasion,3330113391,No Risk,1535
2024-03-27,-2043,Account 18059,T711689,Transfer out,Brianton,Money Laundering,6979070638,No Risk,0
2024-10-17,-1489,Account 48704,T670311,Transfer out,Mullinstown,Tax Evasion,5682269901,No Risk,0
2024-05-18,-2222,Account 31344,T979142,Transfer out,Taylorfort,Investment Scam,7580834944,No Risk,0
2024-05-26,-8232,Account 59405,T420143,Transfer out,Samanthaport,Fraud,2972592890,No Risk,7336
2024-05-28,-3061,Account 63449,T636380,Transfer out,Michellebury,Money Laundering,3438888428,No Risk,1772
2024-04-28,-6150,Account 21828,T361370,Transfer out,South Robert,Money Laundering,2491630425,No Risk,0
2024-12-27,-2749,Account 7136,T788573,Transfer out,Kristinmouth,Investment Scam,1744626682,No Risk,0
2024-07-21,-4468,Account 36755,T481633,Transfer out,Audreyshire,Money Laundering,7962234065,No Risk,2360
2024-11-22,-6567,Account 28101,T963007,Transfer out,West Jon,Tax Evasion,4450623259,No Risk,3700
2024-03-30,-2197,Account 82816,T626391,Transfer out,Brooksborough,Fraud,2861546582,No Risk,0
2024-07-16,-1231,Account 100053,T122553,Transfer out,Baileymouth,Fraud,5254895357,No Risk,0
2024-09-08,-7194,Account 87829,T827203,Transfer out,South Courtneytown,Investment Scam,9919798809,Risk,1241
2024-02-24,-9386,Account 32091,T250753,Transfer out,Smithfort,Money Laundering,5143988459,No Risk,8997
2024-05-22,-3083,Account 16612,T759502,Transfer out,Lake Teresatown,Fraud,1611842747,No Risk,0
2024-05-04,-9344,Account 46115,T589498,Transfer out,South Stephanie,Tax Evasion,1349646071,No Risk,3033
2024-06-27,-5002,Account 41419,T525365,Transfer out,Padillahaven,Fraud,9293831757,Risk,1103
2024-11-26,-1434,Account 33841,T642996,Transfer out,New Josephmouth,Investment Scam,3650237090,No Risk,0
2024-05-16,-889,Account 28369,T129672,Transfer out,West Carolineport,Money Laundering,2368997812,No Risk,0
2024-10-12,-3931,Account 69535,T232062,Transfer out,East Amandachester,Tax Evasion,9350420442,No Risk,445
2025-01-14,-2616,Account 99331,T587902,Transfer out,North Roberta,Fraud,2873805493,No Risk,2242
2024-06-24,-9834,Account 32316,T347497,Transfer out,East Ryanborough,Money Laundering,1270312617,Risk,3888
2024-12-13,-2374,Account 77842,T294353,Transfer out,Stacyville,Investment Scam,5212716395,No Risk,0
2024-05-24,-3522,Account 136,T761836,Transfer out,Stephenport,Investment Scam,3806638157,No Risk,0
2024-08-31,-6833,Account 26240,T164110,Transfer out,South Jessica,Fraud,1597379699,No Risk,5990
2024-12-22,-33,Account 105162,T975642,Transfer out,West Madeline,Tax Evasion,9405060719,No Risk,0
2024-04-09,-3095,Account 98660,T957077,Transfer out,Port Jameshaven,Tax Evasion,9242181636,No Risk,1464
2024-03-03,-9587,Account 57638,T884763,Transfer out,Matthewborough,Investment Scam,1175064570,No Risk,9505
2024-08-05,-3105,Account 85442,T644047,Transfer out,Fuentesland,Tax Evasion,6954850352,No Risk,0
2024-09-13,-1794,Account 100670,T271308,Transfer out,Cameronburgh,Tax Evasion,7691052427,No Risk,0
2024-09-21,-6087,Account 81328,T247798,Transfer out,Port Jessicaborough,Tax Evasion,9305861738,No Risk,1880
2024-03-19,-5321,Account 63955,T695962,Transfer out,Kelseyburgh,Tax Evasion,3005757303,Risk,0
2024-02-28,-2558,Account 65460,T638218,Transfer out,West Dawn,Investment Scam,9562513068,Risk,2329
2024-04-16,-781,Account 69956,T130188,Transfer out,Deniseburgh,Money Laundering,7477665678,Risk,0
2024-05-03,-5830,Account 101906,T777592,Transfer out,Fernandeztown,Money Laundering,6554787408,No Risk,0
2024-06-16,-5811,Account 98424,T990300,Transfer out,Jenniferfurt,Fraud,5109711125,Risk,1894
2024-09-04,-809,Account 23978,T827432,Transfer out,Danielville,Investment Scam,9399722772,No Risk,0
2024-07-18,-189,Account 98532,T271126,Transfer out,South Jason,Tax Evasion,8551615625,No Risk,0
2024-03-13,-7099,Account 719,T649707,Transfer out,Lake Markside,Fraud,3751232995,No Risk,0
2024-07-01,-9746,Account 28914,T857802,Transfer out,East Stanley,Fraud,3576975560,Risk,4332
2024-08-25,-3046,Account 89578,T152284,Transfer out,Lake William,Tax Evasion,6524198609,No Risk,586
2024-06-14,-9209,Account 50961,T261214,Transfer out,North Rachelfort,Investment Scam,9021237316,No Risk,3004
2024-12-14,-3700,Account 12950,T106376,Transfer out,Gregoryton,Fraud,5796603224,No Risk,0
2024-04-20,-2867,Account 103538,T758503,Transfer out,South Brandonshire,Fraud,3256635721,Risk,0
2024-09-04,-8207,Account 40428,T800422,Transfer out,Port Jeff,Money Laundering,7219522236,No Risk,3389
2024-08-11,-1220,Account 55170,T100508,Transfer out,Jenniferfurt,Investment Scam,7727389704,No Risk,1019
2024-03-18,-6633,Account 91513,T492099,Transfer out,Ryanmouth,Investment Scam,1019478041,No Risk,4977
2024-10-20,-3797,Account 32124,T204744,Transfer out,North Ethanshire,Tax Evasion,3218409426,Risk,0
2024-09-05,-6390,Account 2896,T161574,Transfer out,Abigailburgh,Investment Scam,9584523663,Risk,0
2024-04-23,-9718,Account 92090,T809545,Transfer out,Port Tannerside,Investment Scam,6012023506,No Risk,1104
2024-09-26,-6646,Account 73359,T996860,Transfer out,Jodiland,Investment Scam,9687686043,No Risk,4665
2024-10-01,-9320,Account 107011,T343486,Transfer out,Steeleshire,Money Laundering,7318962443,No Risk,6469
2024-09-27,-5079,Account 32310,T887243,Transfer out,Lake Angelaborough,Tax Evasion,9162378273,No Risk,3014
2024-01-27,-6820,Account 19661,T990110,Transfer out,Crystalport,Money Laundering,9732841793,No Risk,0
2024-06-12,-6304,Account 38577,T621793,Transfer out,Larsonshire,Tax Evasion,3624325910,No Risk,2847
2024-05-16,-4473,Account 65059,T367865,Transfer out,Port Aaronton,Tax Evasion,1047025255,No Risk,0
2024-02-06,-4684,Account 86371,T410690,Transfer out,West Roberthaven,Money Laundering,9807303376,Risk,4391
2024-10-07,-3961,Account 10030,T356998,Transfer out,Campbellfort,Money Laundering,5567994970,Risk,0
2024-04-10,-9611,Account 98665,T467691,Transfer out,Hancockview,Fraud,6402250318,No Risk,5280
2024-01-16,-896,Account 60027,T914636,Transfer out,Port Michelle,Money Laundering,3065967713,No Risk,0
2024-06-12,-9310,Account 65517,T327796,Transfer out,Jenniferfort,Money Laundering,6186369449,No Risk,9033
2024-08-11,-3128,Account 50697,T623568,Transfer out,Veronicastad,Fraud,4221365128,No Risk,2724
2024-05-05,-8215,Account 23190,T149987,Transfer out,Joseshire,Money Laundering,1349165682,No Risk,8187
2024-07-30,-2208,Account 44758,T158407,Transfer out,Stephaniemouth,Money Laundering,1337205614,No Risk,0
2024-10-13,-3849,Account 17604,T388403,Transfer out,South Alexander,Money Laundering,3045124866,No Risk,0
2024-12-17,-8604,Account 87458,T271044,Transfer out,Robertmouth,Investment Scam,9691240137,No Risk,4274
2024-01-17,-7392,Account 26939,T403665,Transfer out,Lake Taraside,Investment Scam,5226693335,No Risk,6962
2024-06-03,-8633,Account 28896,T328364,Transfer out,Larryport,Tax Evasion,6565137268,No Risk,5541
2024-02-04,-7471,Account 2483,T576939,Transfer out,West Seanton,Tax Evasion,4377107138,No Risk,1131
2024-12-10,-8839,Account 29053,T131796,Transfer out,Michaelbury,Money Laundering,7527067959,No Risk,4964
2024-12-02,-2188,Account 67893,T601622,Transfer out,Prestonborough,Tax Evasion,7563936825,No Risk,1502
2024-05-12,-329,Account 36794,T710789,Transfer out,South Morgan,Tax Evasion,2470027137,No Risk,0
2025-01-09,-8454,Account 86884,T492937,Transfer out,Jenniferhaven,Investment Scam,6095428398,Risk,5746
2024-02-09,-429,Account 95012,T672116,Transfer out,Mirandamouth,Fraud,9880925927,No Risk,0
2024-11-07,-5543,Account 68934,T227377,Transfer out,New Linda,Tax Evasion,7235406715,No Risk,0
2024-03-21,-3101,Account 86759,T314587,Transfer out,Lake Justin,Investment Scam,4599505274,Risk,0
2024-10-18,-2138,Account 23085,T516897,Transfer out,Port Ryanville,Money Laundering,3589469822,No Risk,0
2025-01-13,-1097,Account 36963,T714081,Transfer out,North Walterberg,Money Laundering,3759967686,No Risk,0
2024-08-03,-7729,Account 85150,T897336,Transfer out,Ashleyside,Investment Scam,1456152664,No Risk,611
2024-10-26,-7412,Account 96645,T872918,Transfer out,Brookeburgh,Investment Scam,6765813232,No Risk,6473
2024-07-24,-6498,Account 10508,T761046,Transfer out,Lake Maryville,Fraud,3555733646,No Risk,0
2024-10-07,-4566,Account 60953,T600603,Transfer out,West Eric,Money Laundering,8596798155,No Risk,0
2024-03-03,-3576,Account 69107,T105304,Transfer out,Jeffreymouth,Money Laundering,5465520301,No Risk,949
2024-02-17,-5033,Account 23070,T557522,Transfer out,Thomasview,Money Laundering,5183451851,No Risk,0
2024-01-29,-8078,Account 81768,T521685,Transfer out,Ericabury,Money Laundering,8834582236,No Risk,0
2024-08-13,-1555,Account 16923,T249186,Transfer out,East Mary,Tax Evasion,9224872178,No Risk,0
2024-02-13,-9046,Account 58373,T848211,Transfer out,Oliviaside,Tax Evasion,5286615535,Risk,7364
2024-04-24,-3100,Account 3171,T142601,Transfer out,South Alicia,Investment Scam,2842752690,No Risk,2189
2024-05-15,-9046,Account 19860,T489625,Transfer out,Julieton,Fraud,9740594549,No Risk,355
2024-04-11,-6461,Account 41057,T776782,Transfer out,Grimesfurt,Tax Evasion,2055136744,Risk,0
2024-10-20,-601,Account 94721,T989336,Transfer out,West Jason,Fraud,6750042762,No Risk,0
2024-01-20,-8887,Account 29461,T720308,Transfer out,Josephville,Tax Evasion,9689406448,No Risk,6667
2024-06-08,-8421,Account 54623,T880186,Transfer out,Crosstown,Tax Evasion,4906938684,No Risk,1563
2024-06-05,-7115,Account 2874,T509547,Transfer out,Lake Williamview,Money Laundering,2747094431,No Risk,4928
2024-05-23,-7846,Account 43184,T913093,Transfer out,Lanebury,Investment Scam,9567545019,Risk,1800
2024-07-28,-8886,Account 45986,T389459,Transfer out,Lake Randallchester,Investment Scam,7762398785,Risk,1732
2024-09-19,-3439,Account 97780,T284629,Transfer out,East Brenda,Money Laundering,6595356025,No Risk,0
2024-12-05,-5602,Account 22705,T732343,Transfer out,Stevenchester,Fraud,8691596562,No Risk,5072
2024-03-01,-4655,Account 20971,T334182,Transfer out,Leestad,Tax Evasion,1542169137,No Risk,1748
2024-03-02,-812,Account 97767,T920614,Transfer out,South Hannahbury,Investment Scam,6119025443,No Risk,0
2024-03-05,-1523,Account 5736,T673801,Transfer out,Brownburgh,Fraud,4435477075,No Risk,0
2024-09-17,-1199,Account 2975,T619848,Transfer out,North Bruce,Fraud,7934153855,No Risk,18
2024-05-16,-6759,Account 100901,T388866,Transfer out,Prestonmouth,Fraud,8996844970,No Risk,0
2024-04-07,-2574,Account 98331,T236931,Transfer out,West Crystalmouth,Tax Evasion,1932794835,No Risk,544
2024-03-30,-2894,Account 100433,T634266,Transfer out,South David,Tax Evasion,1013777460,No Risk,0
2024-10-30,-6461,Account 107399,T293364,Transfer out,South Christopher,Investment Scam,9619048936,No Risk,2674
2024-09-13,-58,Account 20097,T968991,Transfer out,South Ashley,Tax Evasion,8694513491,Risk,0
2024-03-13,-4776,Account 50465,T102151,Transfer out,Lindamouth,Fraud,8990942466,No Risk,0
2024-04-15,-6424,Account 16264,T474301,Transfer out,Joneshaven,Fraud,6924217162,No Risk,4370
2024-11-06,-8942,Account 15181,T313668,Transfer out,Port Tammy,Investment Scam,1930554536,Risk,1349
2024-04-21,-3415,Account 79059,T126779,Transfer out,Jasonfort,Fraud,1002815171,No Risk,2733
2024-09-07,-7026,Account 92337,T888130,Transfer out,Port Joseph,Tax Evasion,8838762078,No Risk,0
2024-07-29,-6379,Account 67091,T985091,Transfer out,Port Crystal,Investment Scam,1288381392,Risk,5803
2024-12-29,-3236,Account 20653,T671301,Transfer out,Laurahaven,Investment Scam,8120748143,No Risk,0
2024-09-23,-2191,Account 56124,T209335,Transfer out,South Annaburgh,Fraud,3607883396,No Risk,0
2024-08-29,-6618,Account 35441,T317176,Transfer out,Simmonston,Tax Evasion,4576222831,No Risk,0
2024-06-06,-8199,Account 101927,T194085,Transfer out,Contrerasmouth,Money Laundering,6337265393,No Risk,964
2024-11-30,-9748,Account 68399,T642124,Transfer out,North Michael,Fraud,4017146824,No Risk,8253
2024-08-05,-169,Account 60069,T304684,Transfer out,New Cynthiabury,Money Laundering,7347753716,Risk,0
2024-01-19,-4328,Account 45800,T390250,Transfer out,Lisashire,Investment Scam,4517313381,No Risk,2765
2024-12-24,-4713,Account 32812,T355390,Transfer out,South John,Fraud,4396524453,No Risk,0
2024-08-27,-3170,Account 71830,T574713,Transfer out,Gordonburgh,Investment Scam,3766467167,No Risk,0
2024-11-28,-1522,Account 9278,T413331,Transfer out,New Linda,Money Laundering,7369591319,No Risk,1403
2024-11-02,-8391,Account 86528,T709722,Transfer out,Tammyside,Fraud,1451591059,No Risk,1264
2024-06-29,-4306,Account 32313,T877469,Transfer out,West Christopher,Tax Evasion,9925080096,Risk,1563
2024-12-02,-5661,Account 19396,T819158,Transfer out,East Jason,Money Laundering,1505657956,No Risk,0
2024-12-17,-2783,Account 9981,T741870,Transfer out,East Lisashire,Tax Evasion,9553635691,No Risk,0
2024-10-27,-5771,Account 33128,T658439,Transfer out,Tinachester,Tax Evasion,4725970443,No Risk,1194
2024-10-07,-1998,Account 68886,T497992,Transfer out,West Sarah,Money Laundering,7159560350,No Risk,0
2024-05-07,-6217,Account 99416,T224469,Transfer out,Melissaland,Tax Evasion,3413422437,No Risk,0
2024-12-04,-1391,Account 9810,T779296,Transfer out,New Heather,Tax Evasion,7668730669,Risk,0
2024-11-17,-5587,Account 23924,T901777,Transfer out,Port Bryan,Tax Evasion,7824600998,Risk,1829
2024-12-19,-9999,Account 76770,T503376,Transfer out,Andrewstad,Investment Scam,8882848552,No Risk,4176
2024-07-18,-1727,Account 70218,T377714,Transfer out,Lake Charlesmouth,Investment Scam,1852527282,No Risk,0
2024-01-22,-3969,Account 74414,T262687,Transfer out,North Mark,Money Laundering,3330667207,No Risk,0
2024-06-12,-8849,Account 2648,T541491,Transfer out,Meganberg,Tax Evasion,1645784309,No Risk,4805
2024-10-03,-1908,Account 21790,T116030,Transfer out,North Kristinashire,Money Laundering,5131820209,No Risk,0
2024-05-26,-6827,Account 73915,T543518,Transfer out,Carolynbury,Investment Scam,4945222286,No Risk,0
2025-01-12,-6635,Account 28651,T558561,Transfer out,Whiteshire,Tax Evasion,5086733417,No Risk,3605
2025-01-12,-3835,Account 53287,T951832,Transfer out,Loweview,Money Laundering,1373032275,No Risk,0
2025-01-02,-9177,Account 63185,T396572,Transfer out,Cynthiachester,Money Laundering,6015502186,No Risk,4266
2024-06-17,-6205,Account 74428,T537463,Transfer out,New Jacobton,Money Laundering,2623399595,No Risk,5064
2024-01-25,-2197,Account 46953,T187272,Transfer out,North Victorfurt,Money Laundering,4604674711,No Risk,0
2024-03-02,-9001,Account 91267,T629133,Transfer out,North Jenniferland,Fraud,3004920238,No Risk,5842
2024-12-29,-1340,Account 85143,T612962,Transfer out,East Christinaberg,Investment Scam,3943725233,No Risk,0
2024-12-27,-854,Account 91051,T561013,Transfer out,South Lauren,Tax Evasion,9375872293,No Risk,0
2025-01-14,-2367,Account 104994,T251189,Transfer out,Henrytown,Money Laundering,7244803643,No Risk,0
2024-08-05,-2895,Account 1200,T142069,Transfer out,New Jamesfurt,Tax Evasion,1258616064,Risk,0
2024-10-16,-8798,Account 39835,T533142,Transfer out,Beckerberg,Money Laundering,5975025241,No Risk,7792
2024-02-24,-1119,Account 51444,T727063,Transfer out,Jenniferbury,Fraud,4658040660,No Risk,0
2024-09-24,-9830,Account 437,T550486,Transfer out,South Kyle,Tax Evasion,7896157506,No Risk,637
2024-02-07,-6216,Account 47481,T583061,Transfer out,Vasquezland,Fraud,1350834425,No Risk,908
2024-06-01,-918,Account 60335,T187480,Transfer out,Greenfort,Fraud,8074690931,No Risk,0
2024-02-28,-2556,Account 51322,T866322,Transfer out,Medinastad,Investment Scam,4641991964,No Risk,0
2024-05-10,-2002,Account 90956,T128765,Transfer out,Randyhaven,Money Laundering,5102700611,Risk,0
2024-07-01,-4281,Account 4474,T932217,Transfer out,Cabreraview,Fraud,5256785153,Risk,0
2024-09-11,-3957,Account 3330,T519182,Transfer out,Mariaburgh,Fraud,8984239080,Risk,0
2024-03-17,-5878,Account 24159,T738743,Transfer out,West Lucas,Money Laundering,2220197125,No Risk,4144
2024-08-01,-8826,Account 53500,T903303,Transfer out,Lake Kevin,Investment Scam,8323030307,No Risk,5803
2024-11-02,-2304,Account 83742,T245311,Transfer out,Isaacside,Fraud,4231059953,No Risk,1138
2024-12-23,-9722,Account 91951,T698387,Transfer out,Port Jason,Tax Evasion,9708980295,Risk,2533
2024-08-13,-5764,Account 95913,T876895,Transfer out,West Sarah,Fraud,8234557226,Risk,5505
2024-03-15,-5405,Account 610,T981334,Transfer out,Port Brittany,Tax Evasion,8605321526,No Risk,438
2024-04-10,-715,Account 59776,T599215,Transfer out,New Michael,Tax Evasion,7443590102,No Risk,0
2024-11-30,-466,Account 11814,T427355,Transfer out,North Martinbury,Money Laundering,3317097370,No Risk,0
2024-05-19,-8749,Account 91440,T870848,Transfer out,North Terriburgh,Tax Evasion,9813689401,No Risk,7778
2024-06-03,-2951,Account 34405,T330284,Transfer out,Vanessaton,Fraud,6215526508,Risk,0
2024-02-11,-74,Account 15482,T838454,Transfer out,Port Meagan,Money Laundering,8096473713,Risk,0
2024-12-30,-9711,Account 74916,T914056,Transfer out,West Allenberg,Money Laundering,3963339168,Risk,3333
2024-05-24,-2387,Account 107448,T976530,Transfer out,North John,Tax Evasion,7076199179,No Risk,0
2024-02-02,-4060,Account 54051,T283822,Transfer out,Dianeborough,Investment Scam,3072931096,No Risk,0
2024-04-13,-8160,Account 49859,T995169,Transfer out,Gregorytown,Fraud,4439680689,Risk,3032
2024-05-23,-2072,Account 87881,T502882,Transfer out,North Robert,Fraud,2991661606,No Risk,0
2024-05-16,-240,Account 26777,T958809,Transfer out,Ryanberg,Tax Evasion,3986097926,Risk,0
2024-04-11,-5885,Account 34592,T924533,Transfer out,Johnsontown,Fraud,8191758063,No Risk,1850
2024-09-16,-5156,Account 8705,T275646,Transfer out,East Danaburgh,Tax Evasion,2122820474,No Risk,1135
2024-06-19,-314,Account 3554,T114334,Transfer out,Lake Samanthashire,Investment Scam,8377980165,No Risk,0
2024-05-19,-2883,Account 34301,T757195,Transfer out,Port Joshuaton,Money Laundering,2491271463,No Risk,187
