Date of Transaction,Analyst Name,TransactionID,Account Number,Stage,Status,Transaction Amount,Alert Category
2025-01-13,Ashley Orr,T594907,8625555906,In Progress,Risk,-9443,Fraud
2024-05-07,Donna Snow,T651887,1991500469,Closed-Risk,Risk,-6465,Tax Evasion
2024-10-17,Ryan Mejia,T710168,2595054364,In Progress,Risk,-3626,Fraud
2024-02-18,Whitney Wilson,T756040,9991843927,Closed-Risk,Risk,9871,Money Laundering
2024-01-30,Ashley Orr,T540773,6939626162,In Progress,Risk,-4748,Tax Evasion
2024-11-14,Robin Lowe,T710463,8738310777,In Progress,Risk,-1708,Fraud
2024-05-12,Ashley Orr,T666497,9515413745,Closed-No Risk,Risk,-3235,Tax Evasion
2024-04-02,Donna Snow,T493373,7979805378,Closed-Risk,Risk,2252,Fraud
2024-06-28,Nicole Long,T267023,7895003396,In Progress,Risk,-4907,Investment Scam
2024-06-24,Kathleen Raymond,T784761,2358887285,Closed-Risk,Risk,-2057,Fraud
2024-08-13,Samuel Barry,T105386,3529334141,Closed-Risk,Risk,1113,Investment Scam
2024-11-06,Kathleen Raymond,T201763,8460634306,In Progress,Risk,2439,Fraud
2024-11-07,Ryan Mejia,T615335,1863286837,In Progress,Risk,6729,Investment Scam
2024-10-31,Nicole Long,T879197,6338758225,In Progress,Risk,169,Money Laundering
2024-06-26,William Melton,T973837,1493652643,Closed-No Risk,Risk,-754,Money Laundering
2024-08-05,Jeffrey Moore,T554000,1677855637,In Progress,Risk,5562,Tax Evasion
2024-11-22,Nicole Long,T132220,3332004286,Closed-No Risk,Risk,-7116,Fraud
2024-08-23,Ryan Mejia,T794480,4085614760,In Progress,Risk,-229,Investment Scam
2024-07-14,Kathleen Raymond,T418252,4334077277,Closed-No Risk,Risk,-5192,Investment Scam
2024-07-09,Nicole Long,T188284,9723333929,In Progress,Risk,-4255,Tax Evasion
2024-10-02,Christine Davis,T894270,5764346407,In Progress,Risk,2019,Tax Evasion
2024-10-30,Whitney Wilson,T102736,1393413466,Closed-Risk,Risk,5632,Fraud
2024-01-21,Donna Snow,T607727,1499759479,In Progress,Risk,3983,Fraud
2024-03-21,Robin Lowe,T212528,7067702433,In Progress,Risk,6536,Investment Scam
2024-04-17,Melissa Holt,T199901,6176799918,Closed-No Risk,Risk,2306,Money Laundering
2024-10-17,Nicole Long,T131122,2364343371,In Progress,Risk,5112,Fraud
2024-10-11,Kari Rhodes,T869436,6788945603,Closed-No Risk,Risk,7109,Fraud
2024-11-08,William Melton,T388642,8711963486,Closed-No Risk,Risk,530,Investment Scam
2024-06-12,Donna Snow,T579146,5522857194,In Progress,Risk,-6217,Investment Scam
2024-09-06,Nicole Long,T935464,4496029439,In Progress,Risk,-8029,Fraud
2024-10-04,William Melton,T745837,1443046558,In Progress,Risk,763,Money Laundering
2024-02-11,Samuel Barry,T715521,1456424398,Closed-Risk,Risk,7686,Tax Evasion
2024-07-09,Christine Davis,T631764,6194139991,In Progress,Risk,2524,Fraud
2024-04-09,Whitney Wilson,T797923,7396938574,Closed-Risk,Risk,-1081,Tax Evasion
2024-12-01,Whitney Wilson,T796087,2384440804,Closed-Risk,Risk,5967,Tax Evasion
2024-06-11,Christine Davis,T906178,4124418092,Closed-Risk,Risk,640,Tax Evasion
2024-05-25,William Melton,T857063,8979793153,In Progress,Risk,-6416,Investment Scam
2024-10-12,Ryan Mejia,T546105,7317900564,In Progress,Risk,4165,Tax Evasion
2024-11-03,Kari Rhodes,T514339,5805376283,In Progress,Risk,-2968,Money Laundering
2024-08-31,Kari Rhodes,T365035,5115474337,Closed-No Risk,Risk,-4979,Investment Scam
2024-07-10,Jeffrey Moore,T970221,3301398459,Closed-No Risk,Risk,7026,Money Laundering
2024-02-19,Ryan Mejia,T222570,5186679722,Closed-Risk,Risk,-8563,Investment Scam
2024-11-14,Kathleen Raymond,T185727,4088555386,Closed-No Risk,Risk,-2986,Tax Evasion
2024-05-24,Whitney Wilson,T641393,3143589397,Closed-No Risk,Risk,2836,Tax Evasion
2024-05-25,Martha Anderson,T730210,7208447004,In Progress,Risk,8516,Investment Scam
2024-03-31,Nicole Long,T618481,5537036073,Closed-No Risk,Risk,8178,Investment Scam
2024-02-16,Christine Davis,T652346,4017704877,In Progress,Risk,2719,Money Laundering
2024-10-04,Robin Lowe,T633116,6312969588,Closed-Risk,Risk,4626,Fraud
2024-07-18,Melissa Holt,T936323,2841183286,In Progress,Risk,3546,Tax Evasion
2024-05-28,Samuel Barry,T243013,1239538529,In Progress,Risk,7850,Investment Scam
2024-07-20,Martha Anderson,T489313,9654745152,Closed-No Risk,Risk,7758,Investment Scam
2024-02-16,Kathleen Raymond,T288233,8154680073,In Progress,Risk,-7928,Tax Evasion
2024-04-13,Robin Lowe,T596905,4736033354,Closed-Risk,Risk,6258,Money Laundering
2024-04-20,Ashley Orr,T734537,8569812660,In Progress,Risk,-369,Money Laundering
2024-04-26,Ryan Mejia,T318352,7305094109,Closed-Risk,Risk,4680,Money Laundering
2024-02-07,Kathleen Raymond,T968661,1438513408,In Progress,Risk,-103,Fraud
2024-05-24,Ryan Mejia,T475449,3368820447,Closed-No Risk,Risk,-8896,Money Laundering
2024-03-28,Christine Davis,T791686,6577470450,Closed-Risk,Risk,2737,Investment Scam
2024-06-04,Christine Davis,T979267,3901617406,In Progress,Risk,3494,Fraud
2024-12-23,Jeffrey Moore,T428911,6455807322,Closed-No Risk,Risk,1060,Investment Scam
2024-10-31,Samuel Barry,T551076,6761042666,In Progress,Risk,-8932,Investment Scam
2024-01-29,Sheila Brown,T319974,6527035514,Closed-No Risk,Risk,-5608,Investment Scam
2024-03-31,Kathleen Raymond,T784871,4023993234,Closed-No Risk,Risk,9252,Fraud
2024-05-04,Whitney Wilson,T253001,9293704980,In Progress,Risk,7736,Tax Evasion
2024-01-24,Donna Snow,T169340,3878019729,In Progress,Risk,2600,Money Laundering
2024-09-15,Ryan Mejia,T460213,1833538616,In Progress,Risk,-2778,Tax Evasion
2024-01-16,Robin Lowe,T335450,2360768811,Closed-Risk,Risk,6438,Investment Scam
2024-02-20,Ryan Mejia,T173159,3895741944,Closed-No Risk,Risk,-1904,Fraud
2024-08-15,Donna Snow,T993437,7116275754,Closed-Risk,Risk,6147,Fraud
2024-11-13,Donna Snow,T491029,8968008662,In Progress,Risk,768,Money Laundering
2024-12-24,Martha Anderson,T140368,9136886612,Closed-Risk,Risk,-968,Investment Scam
2024-05-11,Christine Davis,T783028,7370427358,Closed-No Risk,Risk,5108,Tax Evasion
2024-03-25,Ashley Orr,T741012,5287754056,Closed-No Risk,Risk,554,Tax Evasion
2024-07-10,Christine Davis,T536003,7783774641,Closed-Risk,Risk,-9946,Fraud
2024-04-12,Martha Anderson,T840362,3380120503,Closed-No Risk,Risk,-2334,Tax Evasion
2024-01-26,Christine Davis,T582342,2204700007,Closed-Risk,Risk,-5825,Fraud
2024-08-11,Kari Rhodes,T309142,1569286977,In Progress,Risk,9885,Fraud
2024-12-10,Whitney Wilson,T303974,2470200575,Closed-No Risk,Risk,3916,Investment Scam
2024-11-19,Jeffrey Moore,T674308,4813704302,Closed-Risk,Risk,5669,Money Laundering
2024-02-04,William Melton,T671598,2634904190,Closed-No Risk,Risk,8173,Tax Evasion
2024-09-10,Jeffrey Moore,T250054,4213113682,Closed-No Risk,Risk,1879,Money Laundering
2024-05-22,Sheila Brown,T557543,9306357405,Closed-Risk,Risk,-7571,Tax Evasion
2024-10-22,Kathleen Raymond,T118414,4208279930,In Progress,Risk,828,Fraud
2024-05-16,Nicole Long,T260243,5111661949,In Progress,Risk,7097,Tax Evasion
2024-06-17,William Melton,T964484,2406751282,Closed-Risk,Risk,7299,Money Laundering
2024-01-28,Jeffrey Moore,T209901,7714090535,Closed-Risk,Risk,-2186,Fraud
2024-02-29,William Melton,T814315,3631835622,Closed-No Risk,Risk,6028,Fraud
2024-04-11,Christine Davis,T939247,4695356833,Closed-No Risk,Risk,-7221,Money Laundering
2024-03-06,William Melton,T455861,4231311220,Closed-Risk,Risk,4005,Fraud
2024-09-07,Kathleen Raymond,T458039,2641607579,In Progress,Risk,-4070,Tax Evasion
2024-02-18,Ashley Orr,T308108,6568528629,Closed-No Risk,Risk,-2046,Fraud
2024-07-04,Samuel Barry,T994199,4157810686,Closed-No Risk,Risk,-8449,Money Laundering
2024-08-31,Kari Rhodes,T581094,9087842202,In Progress,Risk,2896,Tax Evasion
2024-01-26,Christine Davis,T382960,1397950506,In Progress,Risk,-658,Money Laundering
2024-11-28,Melissa Holt,T647642,3287971106,Closed-Risk,Risk,-6120,Tax Evasion
2024-09-08,Samuel Barry,T582004,5207522359,In Progress,Risk,-2084,Fraud
2024-05-23,Donna Snow,T936235,5639299158,Closed-Risk,Risk,-2826,Fraud
2024-09-22,Martha Anderson,T664651,2595626080,In Progress,Risk,-3032,Fraud
2024-04-08,Nicole Long,T133854,3503566831,Closed-No Risk,Risk,7974,Tax Evasion
2024-09-16,Ryan Mejia,T528813,1138767041,In Progress,Risk,-8848,Money Laundering
2024-09-24,Kari Rhodes,T991971,5674209775,In Progress,Risk,-1633,Money Laundering
2024-11-06,Kathleen Raymond,T689511,3866658375,In Progress,Risk,-887,Investment Scam
2024-08-17,Kathleen Raymond,T170412,7775944194,Closed-No Risk,Risk,-7566,Investment Scam
2024-02-09,Samuel Barry,T811808,4884475422,Closed-No Risk,Risk,-1241,Money Laundering
2024-09-10,William Melton,T649313,5138702529,In Progress,Risk,-8039,Money Laundering
2024-11-24,Melissa Holt,T789213,9230994060,Closed-No Risk,Risk,-9325,Fraud
2024-05-26,Martha Anderson,T176863,6474216402,Closed-No Risk,Risk,5353,Fraud
2024-04-30,Martha Anderson,T832598,3777523592,Closed-No Risk,Risk,9274,Fraud
2024-09-16,Ashley Orr,T785450,8212653844,Closed-Risk,Risk,-2398,Tax Evasion
2024-09-14,Samuel Barry,T591600,3963184646,In Progress,Risk,2637,Investment Scam
2024-07-07,Robin Lowe,T673799,7233930075,Closed-Risk,Risk,-8028,Investment Scam
2024-04-01,Kari Rhodes,T588576,1994438728,Closed-Risk,Risk,6675,Money Laundering
2024-09-12,Kathleen Raymond,T434030,3722794716,In Progress,Risk,2929,Money Laundering
2024-04-12,Christine Davis,T369109,7719088368,Closed-No Risk,Risk,-6043,Tax Evasion
2024-12-06,Sheila Brown,T890101,4940379709,In Progress,Risk,847,Fraud
2024-07-04,Ashley Orr,T321280,3062630975,Closed-No Risk,Risk,4290,Tax Evasion
2024-02-25,Robin Lowe,T376467,5307346094,Closed-Risk,Risk,5247,Tax Evasion
2025-01-12,Melissa Holt,T217789,8939100884,In Progress,Risk,4049,Tax Evasion
2024-11-05,Ashley Orr,T164563,2633241007,In Progress,Risk,-8039,Investment Scam
2024-05-18,Kari Rhodes,T469659,9085473852,Closed-Risk,Risk,-190,Investment Scam
2024-04-05,Donna Snow,T946062,8066590317,Closed-No Risk,Risk,4087,Investment Scam
2024-03-13,Nicole Long,T142627,4695392966,Closed-Risk,Risk,1243,Investment Scam
2024-07-05,Donna Snow,T881107,8063011611,In Progress,Risk,-4203,Money Laundering
2024-02-13,Ashley Orr,T925076,8918026036,In Progress,Risk,-3759,Investment Scam
2024-06-09,Jeffrey Moore,T100478,2767924368,Closed-No Risk,Risk,3077,Investment Scam
2024-07-15,William Melton,T530797,4402180472,Closed-Risk,Risk,-8829,Fraud
2024-01-18,Christine Davis,T375710,9201684205,Closed-No Risk,Risk,5973,Tax Evasion
2024-10-05,Robin Lowe,T664628,4943031062,Closed-No Risk,Risk,6426,Fraud
2024-06-28,Sheila Brown,T347584,1723965316,Closed-No Risk,Risk,-8087,Fraud
2024-12-04,Melissa Holt,T593334,1338233371,In Progress,Risk,-3571,Fraud
2024-12-14,Kathleen Raymond,T575262,3749458223,Closed-Risk,Risk,-5264,Investment Scam
2025-01-15,Kathleen Raymond,T920440,5676564742,In Progress,Risk,-9081,Investment Scam
2024-04-29,Samuel Barry,T391675,8693897086,In Progress,Risk,9119,Tax Evasion
2024-10-07,Martha Anderson,T493991,3098415014,In Progress,Risk,-1503,Fraud
2024-05-04,William Melton,T124024,8914910701,Closed-No Risk,Risk,-1948,Fraud
2025-01-10,Christine Davis,T479153,7213056064,Closed-No Risk,Risk,-1082,Money Laundering
2024-11-28,Ryan Mejia,T894848,4586136551,In Progress,Risk,1503,Money Laundering
2024-06-20,Ashley Orr,T666075,1011317390,In Progress,Risk,9145,Tax Evasion
2024-08-09,Sheila Brown,T969788,1910944003,In Progress,Risk,-376,Investment Scam
2024-06-08,Ashley Orr,T844918,6772939788,Closed-No Risk,Risk,5721,Money Laundering
2024-05-06,Christine Davis,T998916,1486852284,Closed-Risk,Risk,-9275,Fraud
2024-02-06,Sheila Brown,T214480,2909743118,Closed-No Risk,Risk,-5645,Money Laundering
2024-06-29,Sheila Brown,T606977,4565909033,Closed-Risk,Risk,-1091,Money Laundering
2024-05-14,Nicole Long,T483513,5908786712,Closed-Risk,Risk,9091,Money Laundering
2024-10-01,Nicole Long,T487023,7701068247,In Progress,Risk,-1823,Money Laundering
2024-05-20,Robin Lowe,T857599,4299455878,Closed-Risk,Risk,-2198,Money Laundering
2024-05-30,Donna Snow,T478220,4282990559,Closed-No Risk,Risk,8183,Investment Scam
2024-10-21,Nicole Long,T445653,9029902166,In Progress,Risk,-1070,Investment Scam
2024-08-23,Whitney Wilson,T280982,2223730838,Closed-No Risk,Risk,-7894,Tax Evasion
2024-08-15,Ryan Mejia,T843484,8633172924,Closed-No Risk,Risk,8319,Money Laundering
2024-01-24,Whitney Wilson,T568355,5362792432,Closed-No Risk,Risk,4917,Fraud
2024-07-02,Ashley Orr,T445633,2024446293,Closed-Risk,Risk,-5659,Investment Scam
2024-01-20,Jeffrey Moore,T442516,1780169722,Closed-No Risk,Risk,997,Money Laundering
2024-01-20,Christine Davis,T718466,7303738675,Closed-Risk,Risk,8576,Money Laundering
2024-07-28,Sheila Brown,T898938,7347023794,Closed-Risk,Risk,6951,Fraud
2024-10-16,Robin Lowe,T433726,2219904890,In Progress,Risk,2457,Investment Scam
2024-01-17,Whitney Wilson,T860151,7990938275,Closed-Risk,Risk,-5531,Tax Evasion
2024-03-15,William Melton,T988362,2679833943,Closed-No Risk,Risk,-4468,Fraud
2024-07-31,Nicole Long,T567633,9293704980,Closed-No Risk,Risk,7324,Investment Scam
2024-07-02,Christine Davis,T264362,2521596613,Closed-Risk,Risk,-5645,Investment Scam
2024-10-30,William Melton,T916026,8640300237,In Progress,Risk,6486,Money Laundering
2024-01-23,Kathleen Raymond,T452564,1599297441,Closed-Risk,Risk,-7332,Fraud
2024-09-29,Jeffrey Moore,T401657,9207546997,In Progress,Risk,5631,Tax Evasion
2024-11-20,Nicole Long,T759391,9502850744,Closed-Risk,Risk,7733,Tax Evasion
2024-05-25,William Melton,T849542,2831472602,In Progress,Risk,7449,Money Laundering
2024-12-12,Robin Lowe,T921969,9910915179,In Progress,Risk,6615,Fraud
2024-04-07,Nicole Long,T467694,7618718002,In Progress,Risk,-5969,Tax Evasion
2024-05-16,Christine Davis,T823299,2460352782,Closed-Risk,Risk,-74,Money Laundering
2024-08-12,Sheila Brown,T704235,5438758182,Closed-No Risk,Risk,-1973,Tax Evasion
2024-03-16,Kari Rhodes,T637480,3529476824,Closed-Risk,Risk,7404,Fraud
2024-11-12,Kari Rhodes,T773256,1257080169,In Progress,Risk,-7064,Investment Scam
2024-05-29,Donna Snow,T223245,7786428488,Closed-No Risk,Risk,-990,Fraud
2024-04-23,Ryan Mejia,T700168,4232195657,In Progress,Risk,-1359,Tax Evasion
2024-07-17,Donna Snow,T687604,9447445085,Closed-No Risk,Risk,-7430,Tax Evasion
2024-10-06,Sheila Brown,T419233,3619550381,In Progress,Risk,-8601,Tax Evasion
2024-07-16,Sheila Brown,T339591,9076119672,Closed-No Risk,Risk,7651,Investment Scam
2024-12-28,Jeffrey Moore,T926254,6814681949,Closed-Risk,Risk,-9436,Money Laundering
2024-05-02,Robin Lowe,T497222,7819080375,Closed-No Risk,Risk,-4143,Tax Evasion
2024-11-30,Robin Lowe,T211868,6974207681,In Progress,Risk,1817,Investment Scam
2024-06-22,Ashley Orr,T982558,1665937500,Closed-Risk,Risk,1024,Money Laundering
2024-10-16,Nicole Long,T582508,5440156690,Closed-Risk,Risk,-784,Fraud
2024-09-03,Whitney Wilson,T370694,7252140353,Closed-No Risk,Risk,-9765,Money Laundering
2024-09-26,Donna Snow,T901986,4982300548,Closed-No Risk,Risk,-6713,Tax Evasion
2024-12-29,William Melton,T527484,1484772724,Closed-No Risk,Risk,-2541,Investment Scam
2024-08-19,Jeffrey Moore,T464931,2694855421,Closed-No Risk,Risk,-3567,Investment Scam
2024-10-16,Robin Lowe,T945912,7838613805,Closed-Risk,Risk,-6536,Fraud
2024-08-08,Christine Davis,T724476,4314402054,Closed-Risk,Risk,-1698,Tax Evasion
2024-06-28,Kari Rhodes,T858353,3976281692,Closed-Risk,Risk,-1240,Fraud
2024-10-23,Ashley Orr,T680113,4792807541,Closed-No Risk,Risk,-2688,Fraud
2024-08-28,Sheila Brown,T118021,7307464337,Closed-Risk,Risk,3432,Fraud
2025-01-07,Kari Rhodes,T944495,1883482265,Closed-Risk,Risk,4059,Money Laundering
2025-01-05,William Melton,T723499,4559561761,In Progress,Risk,1487,Fraud
2024-03-26,Kathleen Raymond,T355958,8418206370,In Progress,Risk,-1121,Investment Scam
2024-12-05,Whitney Wilson,T497811,1404026260,In Progress,Risk,6020,Tax Evasion
2024-09-03,Robin Lowe,T843669,7988940373,In Progress,Risk,1560,Investment Scam
2024-10-27,William Melton,T572511,1266635434,In Progress,Risk,-4522,Money Laundering
2024-08-24,William Melton,T126657,2662551599,In Progress,Risk,-3800,Investment Scam
2024-05-25,William Melton,T492256,1408214169,Closed-No Risk,Risk,-9606,Fraud
2024-05-30,Sheila Brown,T742170,7710194783,In Progress,Risk,-1366,Fraud
2024-04-28,Kari Rhodes,T984067,6256529435,Closed-Risk,Risk,2990,Tax Evasion
2024-06-02,Robin Lowe,T468672,7008387312,In Progress,Risk,9906,Fraud
2024-02-12,William Melton,T636755,2861689406,Closed-No Risk,Risk,6232,Investment Scam
2024-03-23,Kathleen Raymond,T478229,4566796159,Closed-No Risk,Risk,-5856,Investment Scam
2024-06-21,Christine Davis,T740952,7889596639,Closed-Risk,Risk,8773,Tax Evasion
2024-07-13,Donna Snow,T744930,6788719943,Closed-No Risk,Risk,3538,Money Laundering
2024-12-16,Donna Snow,T536850,9915296161,In Progress,Risk,-4702,Fraud
2024-07-17,Kari Rhodes,T657477,4418305311,In Progress,Risk,246,Investment Scam
2024-09-17,Nicole Long,T540817,1264590528,Closed-Risk,Risk,-8675,Investment Scam
2025-01-07,Melissa Holt,T848556,4400594929,In Progress,Risk,-750,Money Laundering
2024-04-25,Samuel Barry,T310553,7622016418,In Progress,Risk,3058,Investment Scam
2024-03-26,Kari Rhodes,T335429,4480502894,Closed-No Risk,Risk,-4381,Tax Evasion
2024-01-31,William Melton,T467234,1238536521,Closed-Risk,Risk,7978,Investment Scam
2024-03-25,Martha Anderson,T534820,9738547425,Closed-Risk,Risk,3175,Money Laundering
2025-01-07,Donna Snow,T920334,1429716424,Closed-Risk,Risk,-9265,Tax Evasion
2024-03-31,Ashley Orr,T441912,5672758798,In Progress,Risk,-3875,Money Laundering
2024-12-02,Samuel Barry,T753459,1917578135,Closed-No Risk,Risk,9225,Investment Scam
2024-03-03,Samuel Barry,T298419,7092971009,Closed-No Risk,Risk,-6009,Investment Scam
2024-07-29,William Melton,T165086,5600186711,Closed-Risk,Risk,-5649,Money Laundering
2024-04-07,Christine Davis,T608732,5726229788,In Progress,Risk,1295,Fraud
2024-08-01,Christine Davis,T975269,1614145537,Closed-Risk,Risk,8440,Tax Evasion
2025-01-13,Donna Snow,T280261,1149675688,In Progress,Risk,-6223,Investment Scam
2024-10-24,Christine Davis,T504332,7528970315,Closed-No Risk,Risk,5833,Money Laundering
2024-09-08,Kathleen Raymond,T224238,4507601977,In Progress,Risk,-2254,Money Laundering
2024-06-08,Nicole Long,T441080,2640985103,In Progress,Risk,-1529,Investment Scam
2024-03-16,William Melton,T476420,3319714489,Closed-No Risk,Risk,-3643,Money Laundering
2024-07-17,Christine Davis,T929762,3893225579,Closed-No Risk,Risk,4345,Tax Evasion
2024-04-18,Sheila Brown,T663226,1175249726,Closed-No Risk,Risk,4849,Tax Evasion
2024-09-13,Kathleen Raymond,T227762,7561822726,In Progress,Risk,-611,Investment Scam
2024-03-20,Christine Davis,T188771,3344075667,Closed-No Risk,Risk,6396,Investment Scam
2024-10-26,Sheila Brown,T267550,9971267817,Closed-No Risk,Risk,-798,Fraud
2024-11-19,Christine Davis,T101795,5997755389,Closed-No Risk,Risk,7800,Tax Evasion
2024-11-20,Ryan Mejia,T374877,7652480061,Closed-Risk,Risk,-5861,Money Laundering
2024-11-07,Nicole Long,T340819,8987032396,In Progress,Risk,253,Tax Evasion
2024-12-28,Christine Davis,T196211,6688797222,In Progress,Risk,-1592,Fraud
2024-07-07,Whitney Wilson,T149090,4116084235,Closed-Risk,Risk,-6371,Tax Evasion
2024-12-29,Sheila Brown,T216176,5208577859,Closed-No Risk,Risk,-7366,Investment Scam
2024-01-23,Kathleen Raymond,T635318,7824556998,In Progress,Risk,-5443,Tax Evasion
2024-10-05,Kathleen Raymond,T427804,2266284975,In Progress,Risk,-1753,Money Laundering
2024-03-19,Sheila Brown,T838654,8758568920,Closed-No Risk,Risk,2968,Money Laundering
2024-02-05,Sheila Brown,T169887,6509759047,Closed-No Risk,Risk,-4989,Tax Evasion
2024-02-19,Ashley Orr,T390912,8012790734,Closed-Risk,Risk,4429,Fraud
2024-12-29,Ryan Mejia,T270808,3522454428,Closed-Risk,Risk,-8147,Fraud
2024-11-09,Melissa Holt,T931435,2730245255,In Progress,Risk,-4133,Fraud
2024-04-10,Whitney Wilson,T293238,2366959067,Closed-Risk,Risk,3582,Money Laundering
2024-09-01,Christine Davis,T188784,4615760897,Closed-Risk,Risk,-3474,Tax Evasion
2024-05-20,Samuel Barry,T249739,5015834449,Closed-No Risk,Risk,-2012,Tax Evasion
2024-12-12,Melissa Holt,T109078,8288804034,In Progress,Risk,-3840,Investment Scam
2024-08-23,Jeffrey Moore,T714697,9671241638,Closed-Risk,Risk,1337,Money Laundering
2024-12-19,Kari Rhodes,T942221,3165362436,Closed-Risk,Risk,-2204,Investment Scam
2024-04-11,Kari Rhodes,T858869,3955207248,Closed-Risk,Risk,7043,Fraud
2024-12-20,Jeffrey Moore,T894633,7389442520,In Progress,Risk,-9581,Tax Evasion
2024-07-07,Sheila Brown,T253214,9789510678,Closed-Risk,Risk,-9977,Tax Evasion
